sample_id,pr_page_screenshot,ci_check_status,merged_despite_failed_checks,jira_ticket_screenshot
https://github.com/apache/kafka/pull/19200,pr_page_screenshot.png,"All 20 checks passed. Checks: (1) build / Configure Workflow - Passed, (2) Labeler - Passed, (3) Add triage label - Passed, (4) build / Load Test Catalog - Passed, (5) build / Compile and Check (Merge Ref) - Passed, (6) build / JUnit tests Java 23 (flaky) - Passed, (7) build / JUnit tests Java 23 (new) - Passed, (8) build / JUnit tests Java 23 - Passed, (9) build / JUnit tests Java 17 (flaky) - Passed, (10) build / JUnit tests Java 17 (new) - Passed, (11) build / JUnit tests Java 17 - Passed, (12) build / Collate Test Catalog - Passed, (13) build / CI checks completed - Passed, (14) build / Update Test Catalog - Passed, (15) Gradle Build Scan / Java 17 - Passed, (16) Gradle Build Scan / Java 17 / Flaky - Passed, (17) Gradle Build Scan / Java 17 / New - Passed, (18) Gradle Build Scan / Java 23 - Passed, (19) Gradle Build Scan / Java 23 / Flaky - Passed, (20) Gradle Build Scan / Java 23 / New - Passed. No failed checks. All required checks were met.",No. All 20 checks passed. The PR was merged with all checks passing successfully.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19312,pr_page_screenshot.png,All checks failed. 1 failing check: 'continuous-integration/jenkins/pr-merge' — 'This commit failed tests or other validations'. No GitHub Actions workflow checks ran (Checks tab shows 0 checks). The check was not marked as a required status check (the PR was still mergeable by a maintainer despite the failure).,"Yes. The PR was merged by mjsax on Mar 31, 2025, despite the 'continuous-integration/jenkins/pr-merge' check failing with 'This commit failed tests or other validations'. The merge was performed with 1 check failed, indicating the maintainer (mjsax) overrode or bypassed the failed CI check to merge the PR.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19453,pr_page_screenshot.png,"All 25 checks passed. Checks include: build/Configure Workflow (✅), Labeler (✅), Save PR Number x4 (✅), Add triage label (✅), build/Load Test Catalog (✅), build/Compile and Check (Merge Ref) (✅), build/JUnit tests Java 23 flaky (✅), build/JUnit tests Java 23 new (✅), build/JUnit tests Java 23 (✅), build/JUnit tests Java 17 flaky (✅), build/JUnit tests Java 17 new (✅), build/JUnit tests Java 17 (✅), build/Collate Test Catalog (✅), build/CI checks completed (✅), build/Update Test Catalog (✅), Gradle Build Scan/Java 17 (✅), Gradle Build Scan/Java 17/Flaky (✅), Gradle Build Scan/Java 17/New (✅), Gradle Build Scan/Java 23 (✅), Gradle Build Scan/Java 23/Flaky (✅), Gradle Build Scan/Java 23/New (✅), PR Linter (✅). No failed checks. All required checks were met.",No. The PR was merged with all 25 checks passing. There were no failed required checks.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19550,pr_page_screenshot.png,"23 of 24 checks passed. Failed check: 'PR Linter' — failed with message 'Pull Request is approved, but no Reviewers found in commit body'. Passed checks (23): build / Configure Workflow, Labeler, Save PR Number (x3), build / Load Test Catalog, Add triage label, build / Compile and Check (Merge Ref), build / JUnit tests Java 23 (flaky), build / JUnit tests Java 23 (new), build / JUnit tests Java 23, build / JUnit tests Java 17 (flaky), build / JUnit tests Java 17 (new), build / JUnit tests Java 17, build / Collate Test Catalog, build / CI checks completed, build / Update Test Catalog, Gradle Build Scan / Java 17, Gradle Build Scan / Java 17 / Flaky, Gradle Build Scan / Java 17 / New, Gradle Build Scan / Java 23, Gradle Build Scan / Java 23 / Flaky, Gradle Build Scan / Java 23 / New. The PR Linter failure is not a required/blocking check.","Yes — the PR was merged by bbejeck despite the PR Linter check failing. However, the PR Linter is not a required check for merging in the apache/kafka repository, so no required checks were violated. The merge was legitimate with 23 of 24 checks passing; the only failure was the non-required PR Linter which flagged that no 'Reviewers' field was found in the commit body.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19600,pr_page_screenshot.png,"All 27 checks passed. Passed checks: build / Configure Workflow, Labeler, Approve CI, Save PR Number (x4), build / Load Test Catalog, Add triage label, build / Compile and Check (Merge Ref), build / JUnit tests Java 23 (flaky), build / JUnit tests Java 23 (new), build / JUnit tests Java 23, build / JUnit tests Java 17 (flaky), build / JUnit tests Java 17 (new), build / JUnit tests Java 17, build / Collate Test Catalog, build / CI checks completed, build / Update Test Catalog, Gradle Build Scan / Java 17, Gradle Build Scan / Java 17 / Flaky, Gradle Build Scan / Java 17 / New, Gradle Build Scan / Java 23, Gradle Build Scan / Java 23 / Flaky, Gradle Build Scan / Java 23 / New, PR Linter. Failed checks: None. All required checks were met.",No. The PR was merged with all 27 checks passing. There were no failed required checks.,N/A - No Jira ticket reference (KAFKA-XXXXX pattern) found in the PR title or description. The PR title starts with 'MINOR;' indicating this is a minor change without an associated Jira ticket.
https://github.com/apache/kafka/pull/19700,pr_page_screenshot.png,"All 23 checks passed. CI workflow (Status: Success): build/Configure Workflow ✅, build/Compile and Check (Merge Ref) ✅ (7m 11s), build/Load Test Catalog ✅ (13s), build/JUnit tests Java 17 ✅ (2h 7m), build/JUnit tests Java 17 (new) ✅ (14m 56s), build/JUnit tests Java 17 (flaky) ✅ (16m 33s), build/JUnit tests Java 23 ✅ (2h 1m), build/JUnit tests Java 23 (new) ✅ (13m 8s), build/JUnit tests Java 23 (flaky) ✅ (15m 37s), build/Collate Test Catalog ✅ (19s), build/CI checks completed ✅, build/Update Test Catalog ✅. Pull Request workflow: Labeler ✅, Add triage label ✅. Pull Request Reviewed (2 runs) ✅. No failed checks. All required checks were met.",No. All 23 checks passed successfully. The PR was merged with all checks passing - no failed required checks.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19900,pr_page_screenshot.png,"All checks passed (21 checks total). CI workflow status: Success. Workflows: (1) Pull Request (pull_request_target): Labeler - passed, Add triage label - passed. (2) CI (pull_request) / build: Configure Workflow - passed (0s), Compile and Check (Merge Ref) - passed (11m 29s), Load Test Catalog - passed (17s), JUnit tests Java 17 - passed (2h 9m), JUnit tests Java 17 (new) - passed (14m 47s), JUnit tests Java 17 (flaky) - passed (16m 8s), JUnit tests Java 23 - passed (2h 6m), JUnit tests Java 23 (new) - passed (13m 39s), JUnit tests Java 23 (flaky) - passed (14m 41s), Collate Test Catalog - passed (23s), CI checks completed - passed (0s), Update Test Catalog - passed (0s). (3) Pull Request Reviewed (pull_request_review) - passed. No failed checks. All required checks were met.","No. All 21 checks passed successfully. The PR was merged by AndrewJSchofield into apache:trunk on Jun 6, 2025 with no failed required checks.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20050,pr_page_screenshot.png,"No CI checks were run on this PR. The Checks tab shows 'Checks 0' with 'Workflow runs completed with no jobs.' No checks passed, failed, or were pending. The status checks on individual commits were not available/loading. There are no required checks results to evaluate since no workflow jobs were executed.","No. The PR was NOT merged at all. It is in 'Closed' status (closed without merging by brandboat on Dec 3, 2025). The PR was originally auto-closed as stale by github-actions bot after 120 days of inactivity, then reopened by FrankYang0529 on Nov 11, 2025, and finally manually closed by brandboat on Dec 3, 2025. No CI checks ran and the PR was never merged.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20100,pr_page_screenshot.png,"2 checks passed, 0 failed. (1) 'Save PR Number' - Passed ✓ (GitHub Actions). (2) 'PR Linter' - Passed ✓ with message 'PR format looks good!' (GitHub Actions). All checks passed successfully; no required checks failed.",No. The PR was merged with all 2 CI checks passing. No failed or required checks were bypassed.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20200,pr_page_screenshot.png,"All 23 checks passed. CI workflow status: Success (total duration 1h 59m 16s). Detailed check results: Pull Request workflow (pull_request_target) - Labeler: passed, Add triage label: passed. CI workflow (pull_request) - build/Configure Workflow: passed (2s), build/Compile and Check (Merge Ref): passed (7m 41s), build/Load Test Catalog: passed (13s), build/JUnit tests Java 17: passed (1h 50m), build/JUnit tests Java 17 (new): passed (9m 12s), build/JUnit tests Java 17 (flaky): passed (10m 34s), build/JUnit tests Java 23: passed (1h 47m), build/JUnit tests Java 23 (new): passed (8m 51s), build/JUnit tests Java 23 (flaky): passed (9m 53s), build/Collate Test Catalog: passed (19s), build/CI checks completed: passed (3s), build/Update Test Catalog: passed (0s). Pull Request Reviewed (pull_request): passed. Pull Request Reviewed (pull_request_review): passed. No failed checks. All required checks were met.","No. The PR was merged with all 23 checks passing successfully. No failed required checks were present at the time of merge. frankvicky approved and merged commit c162d2e into apache:trunk on Jul 20, 2025.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20250,pr_page_screenshot.png,"All 26 checks passed. The PR had 20 workflow runs comprising 26 total check jobs, all successful. Key CI checks include: Pull Request (Labeler, Add triage label) - passed; CI on pull_request (build/Configure Workflow, build/Load Test Catalog, build/Compile and Check (Merge Ref), build/JUnit tests Java 23, build/JUnit tests Java 23 (flaky), build/JUnit tests Java 23 (new), build/JUnit tests Java 17, build/JUnit tests Java 17 (flaky), build/JUnit tests Java 17 (new), build/Collate Test Catalog, build/CI checks completed, build/Update Test Catalog) - all passed; Pull Request Reviewed (multiple runs) - all passed; Pull Request Labeled - passed. No failed checks. All required checks were met.","No. The PR was merged with all 26 checks passing. There were no failed required checks. lucasbru merged the PR on Jul 29, 2025 after approving the changes.",N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title or description. The PR title starts with 'MINOR:' which is the Apache Kafka convention for changes that do not have an associated Jira ticket.
https://github.com/apache/kafka/pull/20300,pr_page_screenshot.png,"All 14 checks passed (Status: Success). Two workflows ran on the latest commit (1b0c71d): (1) 'Pull Request' workflow (pull_request_target): Labeler - passed, Add triage label - passed. (2) 'CI' workflow (pull_request): Configure Workflow - passed (3s), Compile and Check (Merge Ref) - passed (6m 16s), Load Test Catalog - passed (17s), JUnit tests Java 17 - passed (1h 49m), JUnit tests Java 17 (new) - passed (7m 22s), JUnit tests Java 17 (flaky) - passed (8m 4s), JUnit tests Java 25 - passed (1h 52m), JUnit tests Java 25 (new) - passed (6m 54s), JUnit tests Java 25 (flaky) - passed (7m 56s), Collate Test Catalog - passed (18s), CI checks completed - passed (3s), Update Test Catalog - passed (0s). Total CI duration: 2h 3m 38s. No failed checks. No required checks failed.",No. The PR has NOT been merged at all — it is still in 'Open' status. All CI checks on the latest commit passed successfully (overall Status: Success). There are no failed required checks. The PR is awaiting review and merge.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20400,pr_page_screenshot.png,"All 25 checks passed. Checks: build/Configure Workflow (passed), Labeler (passed), Save PR Number x4 (all passed), build/Load Test Catalog (passed), Add triage label (passed), build/Compile and Check (Merge Ref) (passed), build/JUnit tests Java 24 (flaky) (passed), build/JUnit tests Java 24 (new) (passed), build/JUnit tests Java 24 (passed), build/JUnit tests Java 17 (flaky) (passed), build/JUnit tests Java 17 (new) (passed), build/JUnit tests Java 17 (passed), build/Collate Test Catalog (passed), build/CI checks completed (passed), build/Update Test Catalog (passed), Gradle Build Scan/Java 17 (passed), Gradle Build Scan/Java 17/Flaky (passed), Gradle Build Scan/Java 17/New (passed), Gradle Build Scan/Java 24 (passed), Gradle Build Scan/Java 24/Flaky (passed), Gradle Build Scan/Java 24/New (passed), PR Linter (passed - 'PR format looks good!'). No failed checks. All required checks were met.",No. The PR was merged with all 25 checks passing. No failed required checks were present at the time of merge.,N/A - No Jira ticket reference (KAFKA-XXXXX pattern) found in the PR title or description. The PR is prefixed with 'MINOR:' indicating it is a minor change that does not require a Jira ticket.
https://github.com/apache/kafka/pull/20500,pr_page_screenshot.png,"The PR has 2 CI checks under the 'Pull Request' workflow (pr-update.yml, triggered on pull_request_target). Both checks PASSED: (1) 'Labeler' - completed successfully in 13s, (2) 'Add triage label' - completed successfully in 0s. Overall workflow status: Success. Note: The PR status is 'Closed' (not merged) - it was closed by the author (jim0987795064) without being merged. No failed checks were observed. The logs for the check runs have expired.",No. The PR was NOT merged at all - it was closed by the author without merging. All CI checks (Labeler and Add triage label) passed successfully. The underlying Jira issue KAFKA-19614 was eventually resolved via a different PR (#20617).,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20600,pr_page_screenshot.png,"All checks have passed (3 skipped, 18 successful, 0 failed). Successful checks: CI / build / Configure Workflow (3s), Pull Request / Labeler (16s), CI / build / Load Test Catalog (1m), CI / build / Compile and Check (Merge Ref) (8m), CI / build / JUnit tests Java 25 (flaky) (7m), CI / build / JUnit tests Java 25 (new) (7m), CI / build / JUnit tests Java 25 (103m), CI / build / JUnit tests Java 17 (flaky) (7m), CI / build / JUnit tests Java 17 (new) (8m), CI / build / JUnit tests Java 17 (109m), CI / build / Collate Test Catalog (22s), CI / build / CI checks completed (3s), Gradle Build Scan / Java 17, Gradle Build Scan / Java 17 / Flaky, Gradle Build Scan / Java 17 / New, Gradle Build Scan / Java 25, Gradle Build Scan / Java 25 / Flaky, Gradle Build Scan / Java 25 / New. Skipped checks: Pull Request Labeled / Approve CI, Pull Request / Add triage label, CI / build / Update Test Catalog. No failed checks. All required checks were met.","No. The PR was merged with all checks passing (18 successful, 3 skipped, 0 failed). There were no failed required checks.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20700,pr_page_screenshot.png,"All checks have passed. 21 successful and 2 skipped checks (0 failed). Successful checks (21): Pull Request / Labeler (15s), PR Linter (PR format looks good), Pull Request Reviewed / Save PR Number (pull_request) (7s), Pull Request Reviewed / Save PR Number (pull_request_review) (4s), CI / build / CI checks completed (4s), CI / build / Collate Test Catalog (24s), CI / build / Compile and Check (Merge Ref) (13m), CI / build / Configure Workflow (3s), CI / build / JUnit tests Java 17 (120m), CI / build / JUnit tests Java 17 (flaky) (11m), CI / build / JUnit tests Java 17 (new) (10m), CI / build / JUnit tests Java 25 (119m), CI / build / JUnit tests Java 25 (flaky) (10m), CI / build / JUnit tests Java 25 (new) (9m), CI / build / Load Test Catalog (18s), Gradle Build Scan / Java 17, Gradle Build Scan / Java 17 / Flaky, Gradle Build Scan / Java 17 / New, Gradle Build Scan / Java 25, Gradle Build Scan / Java 25 / Flaky, Gradle Build Scan / Java 25 / New. Skipped checks (2): Pull Request / Add triage label, CI / build / Update Test Catalog. No failed checks. All required checks were met.","No. The PR was merged successfully with all checks passing (21 successful, 2 skipped, 0 failed). There were no failed required checks. The PR was merged by AndrewJSchofield on Oct 17, 2025 into apache:trunk.",N/A - No KAFKA-XXXXX Jira ticket reference found. The PR title is 'MINOR: Separate share consumer metadata class' which uses the 'MINOR:' prefix convention indicating a minor change without an associated Jira ticket. The PR description also contains no Jira ticket references.
https://github.com/apache/kafka/pull/20800,pr_page_screenshot.png,"All checks passed (16 checks across 4 workflows). CI workflow (on: pull_request) status: Success. Jobs: build/Configure Workflow (2s) ✅, build/Compile and Check (Merge Ref) (5m 9s) ✅, build/Load Test Catalog (18s) ✅, build/JUnit tests Java 17 (2h 4m) ✅, build/JUnit tests Java 17 (new) (9m 53s) ✅, build/JUnit tests Java 17 (flaky) (11m 44s) ✅, build/JUnit tests Java 25 (1h 58m) ✅, build/JUnit tests Java 25 (new) (9m 35s) ✅, build/JUnit tests Java 25 (flaky) (10m 53s) ✅, build/Collate Test Catalog (22s) ✅, build/CI checks completed (2s) ✅, build/Update Test Catalog (0s) ✅. Additional workflows: Pull Request (pull_request_target) with Labeler and Add triage label jobs ✅, Pull Request Reviewed (pull_request_review) ✅, Pull Request Reviewed (pull_request) ✅. The merge area shows '22 checks passed'. No failed checks. All required checks were met.",No. The PR was merged successfully with all checks passing. No failed required checks were present. The CI workflow overall status was 'Success' and all 22 checks passed.,N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title ('MINOR: Fix typos in RPC files') or description. The PR is a minor typo fix without an associated Jira ticket.
https://github.com/apache/kafka/pull/20900,pr_page_screenshot.png,"All checks passed. 22 successful, 1 skipped, 0 failed. Successful checks: Pull Request / Add triage label, Pull Request / Labeler, Gradle Build Scan (Java 17, Java 17/Flaky, Java 17/New, Java 25, Java 25/Flaky, Java 25/New), PR Linter, Pull Request Reviewed / Save PR Number (pull_request), Pull Request Reviewed / Save PR Number (pull_request_review), CI / build / CI checks completed, CI / build / Collate Test Catalog, CI / build / Compile and Check (Merge Ref), CI / build / Configure Workflow, CI / build / JUnit tests Java 17, CI / build / JUnit tests Java 17 (flaky), CI / build / JUnit tests Java 17 (new), CI / build / JUnit tests Java 25, CI / build / JUnit tests Java 25 (flaky), CI / build / JUnit tests Java 25 (new), CI / build / Load Test Catalog. Skipped: CI / build / Update Test Catalog. Overall CI status: Success. No required checks failed.","No. The PR was merged with all checks passing (22 successful, 1 skipped, 0 failed). No required checks failed. The CI workflow overall status was 'Success'.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/21000,pr_page_screenshot.png,"All 21 checks passed (Status: Success). CI workflow jobs (all passed): Configure Workflow (4s), Compile and Check (Merge Ref) (4m 15s), Load Test Catalog (16s), JUnit tests Java 17 (2h 9m), JUnit tests Java 17 (new) (10m), JUnit tests Java 17 (flaky) (11m 26s), JUnit tests Java 25 (2h 5m), JUnit tests Java 25 (new) (9m 17s), JUnit tests Java 25 (flaky) (11m 5s), Collate Test Catalog (25s), CI checks completed (3s), Update Test Catalog. Pull Request workflow jobs (passed): Labeler, Add triage label. Pull Request Reviewed workflow (passed). No failed or required-but-failed checks were identified.","No. The PR was merged by mjsax on Dec 2, 2025, with all 21 checks passing. No failed required checks were present at the time of merge.",N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title ('MINOR: Streams developer guide improvement') or description. The PR uses the 'MINOR:' prefix convention indicating no associated Jira ticket.
https://github.com/apache/kafka/pull/21050,pr_page_screenshot.png,"All 25 checks passed. Checks include: build/Configure Workflow (passed), Labeler (passed), Approve CI (passed), Save PR Number x3 (passed), build/Load Test Catalog (passed), Add triage label (passed), build/Compile and Check Merge Ref (passed), build/JUnit tests Java 25 flaky (passed), build/JUnit tests Java 25 new (passed), build/JUnit tests Java 25 (passed), build/JUnit tests Java 17 flaky (passed), build/JUnit tests Java 17 new (passed), build/JUnit tests Java 17 (passed), build/Collate Test Catalog (passed), build/CI checks completed (passed), build/Update Test Catalog (passed), Gradle Build Scan Java 17 (passed), Gradle Build Scan Java 17 Flaky (passed), Gradle Build Scan Java 17 New (passed), Gradle Build Scan Java 25 (passed), Gradle Build Scan Java 25 Flaky (passed), Gradle Build Scan Java 25 New (passed), PR Linter (passed). No failed checks. All required checks were met.",No. The PR was merged with all 25 checks passing. No failed or required checks were violated.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/21100,pr_page_screenshot.png,"All 2 checks have passed. 1) Pull Request / Labeler (pull_request_target) — Successful in 14s. 2) Pull Request / Add triage label (pull_request_target) — Successful in 5s. No required checks are defined beyond these workflow checks, and both passed. No failed checks.",No. The PR is still Open (not merged). All 2 CI checks passed — no failed checks exist. The PR has not been merged at all.,"N/A — No Jira ticket reference (KAFKA-XXXXX pattern) found in the PR title or description. The PR title uses 'MINOR:' prefix, which indicates no associated Jira ticket."
https://github.com/apache/kafka/pull/21130,pr_page_screenshot.png,"All 33 checks passed. Checks include: Approve CI (passed), build / Configure Workflow (passed), Prepare (passed), Labeler (passed), Save PR Number x5 (all passed), Autovalidate (passed), build / Load Test Catalog (passed), Add triage label (passed), build / Compile and Check (Merge Ref) (passed), Agent (passed), CodeQL analysis (passed), build / JUnit tests Java 25 - flaky (passed), build / JUnit tests Java 25 - new (passed), build / JUnit tests Java 25 (passed), build / JUnit tests Java 17 - flaky (passed), build / JUnit tests Java 17 - new (passed), build / JUnit tests Java 17 (passed), build / Collate Test Catalog (passed), Upload results (passed), build / CI checks completed (passed), Cleanup artifacts (passed), build / Update Test Catalog (passed), Gradle Build Scan / Java 17 (passed), Gradle Build Scan / Java 17 / Flaky (passed), Gradle Build Scan / Java 17 / New (passed), Gradle Build Scan / Java 25 (passed), Gradle Build Scan / Java 25 / Flaky (passed), Gradle Build Scan / Java 25 / New (passed), PR Linter (passed - 'PR format looks good!'). No failed checks. All required checks were met.",No. All 33 checks passed successfully. The PR was merged with all checks green. No failed required checks were present at the time of merge.,jira_ticket_screenshot.png
